,suburb,rooms,type,price,method,sellerg,distance,bedroom2,bathroom,car,landsize,yearbuilt,councilarea,regionname,year,month,day,season
5979,Sunshine,4,h,930000.0,S,Jas,12.6,4.0,2.0,2.0,504.0,2005.0,Brimbank,Western Metropolitan,2016,11,19,Autumn
5980,Sunshine,2,u,550000.0,SP,Jas,12.6,2.0,1.0,1.0,0.0,,Brimbank,Western Metropolitan,2016,11,19,Autumn
5981,Sunshine,3,h,880000.0,S,Bells,12.6,3.0,1.0,3.0,463.0,1925.0,Brimbank,Western Metropolitan,2016,11,19,Autumn
5982,Sunshine,3,h,570000.0,PI,Douglas,12.6,3.0,1.0,2.0,535.0,1970.0,Brimbank,Western Metropolitan,2016,11,19,Autumn
5983,Sunshine,3,h,700000.0,SP,Bells,12.6,3.0,1.0,4.0,505.0,1960.0,Brimbank,Western Metropolitan,2016,5,22,Spring
5984,Sunshine,3,h,571000.0,S,Barry,12.6,3.0,1.0,2.0,589.0,1960.0,Brimbank,Western Metropolitan,2016,5,22,Spring
5985,Sunshine,4,h,835000.0,S,Bells,12.6,4.0,2.0,2.0,465.0,1980.0,Brimbank,Western Metropolitan,2016,5,22,Spring
5986,Sunshine,3,h,625000.0,S,Douglas,12.6,3.0,1.0,1.0,459.0,1955.0,Brimbank,Western Metropolitan,2016,8,22,Summer
5987,Sunshine,3,h,695000.0,S,Sweeney,12.6,3.0,1.0,1.0,616.0,1930.0,Brimbank,Western Metropolitan,2016,8,22,Summer
5988,Sunshine,3,h,794000.0,S,GL,12.6,3.0,1.0,0.0,426.0,,Brimbank,Western Metropolitan,2017,2,25,Winter
5989,Sunshine,3,h,890000.0,S,Bells,12.6,3.0,1.0,1.0,668.0,,Brimbank,Western Metropolitan,2017,2,25,Winter
5990,Sunshine,3,h,910000.0,PI,Douglas,12.6,3.0,2.0,2.0,653.0,1992.0,Brimbank,Western Metropolitan,2017,2,25,Winter
5991,Sunshine,3,h,607000.0,S,YPA,12.6,3.0,1.0,2.0,563.0,1965.0,Brimbank,Western Metropolitan,2017,2,25,Winter
5992,Sunshine,3,h,679500.0,S,Sweeney,12.6,3.0,1.0,1.0,351.0,2002.0,Brimbank,Western Metropolitan,2016,7,26,Summer
5993,Sunshine,3,t,500000.0,PI,Douglas,12.6,3.0,1.0,2.0,224.0,1985.0,Brimbank,Western Metropolitan,2016,6,27,Summer
5994,Sunshine,4,h,895000.0,S,Jas,12.6,4.0,2.0,3.0,430.0,1945.0,Brimbank,Western Metropolitan,2016,11,27,Autumn
5995,Sunshine,3,h,762500.0,S,GL,12.6,3.0,1.0,1.0,510.0,,Brimbank,Western Metropolitan,2016,11,27,Autumn
5996,Sunshine,2,h,702000.0,SP,FN,12.6,2.0,1.0,0.0,611.0,,Brimbank,Western Metropolitan,2016,11,27,Autumn
5997,Sunshine,2,t,410000.0,SP,Barry,12.6,2.0,2.0,2.0,204.0,2008.0,Brimbank,Western Metropolitan,2016,5,28,Spring
5998,Sunshine,2,h,720000.0,S,Douglas,12.6,2.0,1.0,2.0,465.0,,Brimbank,Western Metropolitan,2016,5,28,Spring
5999,Sunshine,3,h,590000.0,S,GL,12.6,3.0,2.0,1.0,286.0,,Brimbank,Western Metropolitan,2016,5,28,Spring
6000,Sunshine,3,h,635000.0,PI,Douglas,12.6,4.0,1.0,1.0,631.0,1960.0,Brimbank,Western Metropolitan,2016,5,28,Spring
6001,Sunshine,3,h,711000.0,S,Douglas,12.6,3.0,1.0,2.0,494.0,,Brimbank,Western Metropolitan,2016,8,28,Summer
6002,Sunshine,4,h,700000.0,PI,Douglas,12.6,4.0,1.0,5.0,650.0,,Brimbank,Western Metropolitan,2016,7,30,Summer
6003,Sunshine,2,h,435000.0,PI,Douglas,12.6,2.0,1.0,1.0,155.0,1940.0,Brimbank,Western Metropolitan,2016,7,30,Summer
6004,Sunshine,4,h,1001000.0,S,Jas,12.6,2.0,2.0,2.0,581.0,,Brimbank,Western Metropolitan,2016,7,30,Summer
6005,Sunshine,3,h,591500.0,S,Barry,12.6,3.0,1.0,2.0,427.0,,Brimbank,Western Metropolitan,2016,7,30,Summer
6006,Sunshine North,4,h,716000.0,S,Barry,13.3,4.0,1.0,1.0,683.0,,Brimbank,Western Metropolitan,2016,3,9,Spring
6007,Sunshine North,3,h,701000.0,S,Douglas,13.3,3.0,2.0,0.0,630.0,,Brimbank,Western Metropolitan,2017,4,3,Spring
6008,Sunshine North,3,h,555000.0,SP,Douglas,13.3,3.0,1.0,1.0,565.0,,Brimbank,Western Metropolitan,2016,4,6,Spring
6009,Sunshine North,3,h,490000.0,PI,Douglas,13.3,3.0,1.0,2.0,541.0,,Brimbank,Western Metropolitan,2016,4,6,Spring
6010,Sunshine North,3,h,620500.0,S,Sweeney,13.3,3.0,1.0,1.0,609.0,,Brimbank,Western Metropolitan,2016,4,6,Spring
6011,Sunshine North,3,h,480000.0,PI,Douglas,13.3,3.0,1.0,2.0,546.0,1978.0,Brimbank,Western Metropolitan,2016,6,8,Summer
6012,Sunshine North,2,h,435000.0,S,Douglas,13.3,2.0,1.0,4.0,343.0,1960.0,Brimbank,Western Metropolitan,2016,6,8,Summer
6013,Sunshine North,3,h,607000.0,S,Douglas,13.3,3.0,1.0,2.0,575.0,,Brimbank,Western Metropolitan,2016,7,5,Summer
6014,Sunshine North,3,h,600000.0,S,Douglas,13.3,3.0,1.0,3.0,634.0,,Brimbank,Western Metropolitan,2016,7,5,Summer
6015,Sunshine North,2,h,560000.0,S,Barry,13.3,2.0,1.0,1.0,615.0,1970.0,Brimbank,Western Metropolitan,2016,7,5,Summer
6016,Sunshine North,4,h,626800.0,S,Douglas,13.3,4.0,1.0,2.0,581.0,1950.0,Brimbank,Western Metropolitan,2016,7,11,Summer
6017,Sunshine North,3,h,670000.0,S,Douglas,13.3,3.0,1.0,2.0,532.0,,Brimbank,Western Metropolitan,2016,8,10,Summer
6018,Sunshine North,3,h,571500.0,S,Barry,13.3,3.0,2.0,2.0,528.0,1990.0,Brimbank,Western Metropolitan,2016,8,10,Summer
6019,Sunshine North,2,u,315000.0,PI,Douglas,13.3,2.0,1.0,1.0,14.0,,Brimbank,Western Metropolitan,2016,8,10,Summer
6020,Sunshine North,3,h,630000.0,PI,Douglas,13.3,3.0,1.0,4.0,625.0,,Brimbank,Western Metropolitan,2016,10,12,Autumn
6021,Sunshine North,3,h,685000.0,S,Barry,13.3,3.0,1.0,3.0,592.0,,Brimbank,Western Metropolitan,2016,10,12,Autumn
6022,Sunshine North,3,h,690000.0,S,hockingstuart,13.3,3.0,1.0,3.0,629.0,,Brimbank,Western Metropolitan,2016,10,12,Autumn
6023,Sunshine North,5,h,605000.0,S,Barry,13.3,5.0,2.0,2.0,661.0,1960.0,Brimbank,Western Metropolitan,2016,10,12,Autumn
6024,Sunshine North,3,h,808000.0,S,Sweeney,13.3,3.0,1.0,2.0,692.0,,Brimbank,Western Metropolitan,2016,10,12,Autumn
6025,Sunshine North,3,h,790000.0,S,Purplebricks,13.3,3.0,1.0,2.0,568.0,,Brimbank,Western Metropolitan,2017,11,3,Autumn
6026,Sunshine North,3,h,600000.0,VB,Stockdale,13.3,3.0,1.0,2.0,751.0,1960.0,Brimbank,Western Metropolitan,2016,12,11,Winter
6027,Sunshine North,3,h,650000.0,SP,GL,13.3,3.0,1.0,0.0,598.0,1950.0,Brimbank,Western Metropolitan,2016,12,11,Winter
6028,Sunshine North,4,h,640000.0,S,Barry,13.3,4.0,1.0,1.0,609.0,,Brimbank,Western Metropolitan,2016,12,11,Winter
6029,Sunshine North,4,h,736000.0,S,Barry,13.3,4.0,1.0,2.0,615.0,1955.0,Brimbank,Western Metropolitan,2016,12,11,Winter
6030,Sunshine North,3,h,605000.0,SP,Barry,13.3,3.0,1.0,1.0,617.0,,Brimbank,Western Metropolitan,2016,12,11,Winter
6031,Sunshine North,3,h,650000.0,SP,Calder,13.3,3.0,1.0,1.0,611.0,,Brimbank,Western Metropolitan,2016,5,14,Spring
6032,Sunshine North,3,h,725000.0,S,GL,13.3,3.0,1.0,1.0,668.0,,Brimbank,Western Metropolitan,2016,10,15,Autumn
6033,Sunshine North,2,h,715000.0,S,Douglas,13.3,2.0,1.0,2.0,588.0,,Brimbank,Western Metropolitan,2016,10,15,Autumn
6034,Sunshine North,4,h,735000.0,S,Douglas,13.3,4.0,2.0,5.0,635.0,1975.0,Brimbank,Western Metropolitan,2016,4,16,Spring
6035,Sunshine North,3,h,635800.0,SP,Douglas,13.3,3.0,1.0,1.0,602.0,,Brimbank,Western Metropolitan,2016,4,16,Spring
6036,Sunshine North,3,h,432500.0,S,GL,13.3,3.0,1.0,1.0,581.0,,Brimbank,Western Metropolitan,2016,7,16,Summer
6037,Sunshine North,3,h,621000.0,S,Douglas,13.3,3.0,1.0,1.0,619.0,,Brimbank,Western Metropolitan,2016,9,17,Autumn
6038,Sunshine North,3,h,580000.0,SP,Barry,13.3,3.0,1.0,1.0,0.0,,Brimbank,Western Metropolitan,2017,3,18,Spring
6039,Sunshine North,3,h,680000.0,SP,Barry,13.3,3.0,1.0,2.0,553.0,,Brimbank,Western Metropolitan,2017,3,18,Spring
6040,Sunshine North,3,h,700000.0,S,Barry,13.3,3.0,1.0,2.0,538.0,1975.0,Brimbank,Western Metropolitan,2016,6,18,Summer
6041,Sunshine North,3,h,650000.0,PI,Douglas,13.3,3.0,1.0,2.0,476.0,,Brimbank,Western Metropolitan,2016,11,19,Autumn
6042,Sunshine North,2,h,1190000.0,S,YPA,13.3,2.0,1.0,6.0,968.0,1950.0,Brimbank,Western Metropolitan,2016,11,19,Autumn
6043,Sunshine North,3,h,591000.0,S,First,13.3,3.0,1.0,2.0,673.0,1970.0,Brimbank,Western Metropolitan,2016,5,22,Spring
6044,Sunshine North,3,h,665000.0,S,Stockdale,13.3,3.0,1.0,2.0,707.0,1940.0,Brimbank,Western Metropolitan,2016,5,22,Spring
6045,Sunshine North,3,h,710000.0,S,GL,13.3,3.0,1.0,1.0,610.0,,Brimbank,Western Metropolitan,2016,8,22,Summer
6046,Sunshine North,4,h,705000.0,S,Douglas,13.3,4.0,2.0,1.0,570.0,,Brimbank,Western Metropolitan,2017,2,25,Winter
6047,Sunshine North,3,h,520000.0,S,Barry,13.3,3.0,1.0,1.0,535.0,,Brimbank,Western Metropolitan,2017,2,25,Winter
6048,Sunshine North,3,h,620000.0,SP,Douglas,13.3,3.0,3.0,2.0,221.0,2011.0,Brimbank,Western Metropolitan,2016,7,26,Summer
6049,Sunshine North,3,h,503000.0,S,Douglas,13.3,3.0,1.0,1.0,251.0,1945.0,Brimbank,Western Metropolitan,2016,6,27,Summer
6050,Sunshine North,5,h,1000000.0,S,Douglas,13.3,4.0,2.0,1.0,786.0,1999.0,Brimbank,Western Metropolitan,2016,5,28,Spring
6051,Sunshine North,3,h,650000.0,VB,GL,13.3,3.0,1.0,1.0,556.0,,Brimbank,Western Metropolitan,2016,8,28,Summer
6052,Sunshine North,3,h,871000.0,S,Douglas,13.3,3.0,1.0,2.0,694.0,,Brimbank,Western Metropolitan,2016,8,28,Summer
6053,Sunshine West,3,h,496000.0,S,Barry,13.5,3.0,1.0,2.0,780.0,,Brimbank,Western Metropolitan,2016,3,9,Spring
6054,Sunshine West,3,h,488000.0,S,Barry,13.5,3.0,1.0,2.0,538.0,,Brimbank,Western Metropolitan,2016,3,12,Spring
6055,Sunshine West,3,h,560000.0,S,Barry,13.5,3.0,1.0,3.0,582.0,1970.0,Brimbank,Western Metropolitan,2016,3,12,Spring
6056,Sunshine West,3,h,615000.0,S,Melbourne,13.5,3.0,2.0,6.0,667.0,1975.0,Brimbank,Western Metropolitan,2016,3,12,Spring
6057,Sunshine West,3,t,450000.0,SP,Douglas,13.5,3.0,3.0,1.0,344.0,2004.0,Brimbank,Western Metropolitan,2016,4,6,Spring
6058,Sunshine West,3,h,581000.0,SP,Jas,13.5,3.0,1.0,4.0,656.0,1970.0,Brimbank,Western Metropolitan,2016,7,5,Summer
6059,Sunshine West,4,h,625000.0,S,Bells,13.5,4.0,2.0,2.0,611.0,1960.0,Brimbank,Western Metropolitan,2016,7,11,Summer
6060,Sunshine West,4,h,645400.0,S,Barry,13.5,4.0,2.0,3.0,765.0,,Brimbank,Western Metropolitan,2016,7,11,Summer
6061,Sunshine West,3,h,680000.0,S,Douglas,13.5,3.0,1.0,2.0,726.0,1966.0,Brimbank,Western Metropolitan,2016,7,11,Summer
6062,Sunshine West,3,h,620000.0,S,Bells,13.5,3.0,1.0,4.0,699.0,1960.0,Brimbank,Western Metropolitan,2016,8,10,Summer
6063,Sunshine West,3,u,545000.0,S,Barry,13.5,3.0,2.0,1.0,240.0,2011.0,Brimbank,Western Metropolitan,2016,10,12,Autumn
6064,Sunshine West,5,h,621000.0,SP,Barry,13.5,5.0,2.0,2.0,596.0,1997.0,Brimbank,Western Metropolitan,2016,10,12,Autumn
6065,Sunshine West,3,h,515000.0,S,Barry,13.5,3.0,1.0,1.0,620.0,,Brimbank,Western Metropolitan,2016,10,12,Autumn
6066,Sunshine West,4,h,601000.0,S,Barry,13.5,4.0,1.0,4.0,520.0,,Brimbank,Western Metropolitan,2017,11,3,Autumn
6067,Sunshine West,3,h,687000.0,S,Sweeney,13.5,3.0,1.0,1.0,695.0,1950.0,Brimbank,Western Metropolitan,2016,12,11,Winter
6068,Sunshine West,3,h,668000.0,S,Barry,13.5,3.0,1.0,2.0,697.0,1970.0,Brimbank,Western Metropolitan,2016,12,11,Winter
6069,Sunshine West,3,h,485000.0,S,hockingstuart,13.5,3.0,4.0,2.0,482.0,1955.0,Brimbank,Western Metropolitan,2016,12,11,Winter
6070,Sunshine West,4,h,510000.0,SP,Barry,13.5,4.0,1.0,1.0,672.0,1970.0,Brimbank,Western Metropolitan,2016,8,13,Summer
6071,Sunshine West,3,h,665000.0,S,Bells,13.5,3.0,3.0,2.0,699.0,,Brimbank,Western Metropolitan,2016,5,14,Spring
6072,Sunshine West,3,h,500000.0,SP,Barry,13.5,3.0,1.0,1.0,541.0,1970.0,Brimbank,Western Metropolitan,2016,5,14,Spring
6073,Sunshine West,3,h,825000.0,S,Barry,13.5,3.0,1.0,0.0,792.0,,Brimbank,Western Metropolitan,2016,10,15,Autumn
6074,Sunshine West,3,h,480000.0,PI,Barry,13.5,3.0,1.0,2.0,696.0,1960.0,Brimbank,Western Metropolitan,2016,4,16,Spring
6075,Sunshine West,3,h,544500.0,S,Melbourne,13.5,4.0,2.0,2.0,696.0,,Brimbank,Western Metropolitan,2016,4,16,Spring
6076,Sunshine West,4,h,621000.0,S,Barry,13.5,3.0,1.0,1.0,700.0,1950.0,Brimbank,Western Metropolitan,2016,7,16,Summer
6077,Sunshine West,3,h,575000.0,S,Douglas,13.5,3.0,1.0,2.0,686.0,,Brimbank,Western Metropolitan,2016,9,17,Autumn
6078,Sunshine West,3,h,650000.0,SP,Prof.,13.5,3.0,1.0,3.0,612.0,1970.0,Brimbank,Western Metropolitan,2017,3,18,Spring
6079,Sunshine West,3,h,593000.0,S,Sweeney,13.5,3.0,1.0,1.0,534.0,,Brimbank,Western Metropolitan,2017,3,18,Spring
6080,Sunshine West,3,h,690000.0,S,Burnham,13.5,3.0,1.0,0.0,540.0,1967.0,Brimbank,Western Metropolitan,2017,3,18,Spring
6081,Sunshine West,3,h,625000.0,S,Bells,13.5,3.0,1.0,2.0,650.0,,Brimbank,Western Metropolitan,2017,3,18,Spring
6082,Sunshine West,3,h,660000.0,S,Douglas,13.5,3.0,1.0,4.0,700.0,,Brimbank,Western Metropolitan,2017,3,18,Spring
6083,Sunshine West,3,h,472500.0,SP,Biggin,13.5,3.0,1.0,1.0,586.0,,Brimbank,Western Metropolitan,2016,6,18,Summer
6084,Sunshine West,3,h,547500.0,S,Douglas,13.5,3.0,1.0,2.0,603.0,1950.0,Brimbank,Western Metropolitan,2016,6,18,Summer
6085,Sunshine West,3,h,590000.0,S,Sweeney,13.5,3.0,2.0,4.0,697.0,,Brimbank,Western Metropolitan,2016,6,18,Summer
6086,Sunshine West,1,h,280000.0,SP,Jas,13.5,1.0,1.0,2.0,0.0,2009.0,Brimbank,Western Metropolitan,2016,11,19,Autumn
6087,Sunshine West,3,h,555000.0,S,Barry,13.5,3.0,1.0,1.0,836.0,1975.0,Brimbank,Western Metropolitan,2016,8,22,Summer
6088,Sunshine West,3,h,587000.0,S,Barry,13.5,3.0,1.0,1.0,694.0,,Brimbank,Western Metropolitan,2016,8,22,Summer
6089,Sunshine West,3,h,600000.0,PI,Bells,13.5,3.0,2.0,2.0,579.0,1999.0,Brimbank,Western Metropolitan,2016,8,22,Summer
6090,Sunshine West,3,h,622500.0,S,Douglas,13.5,3.0,1.0,1.0,534.0,1970.0,Brimbank,Western Metropolitan,2016,9,24,Autumn
6091,Sunshine West,2,u,350000.0,S,Bells,13.5,2.0,1.0,1.0,235.0,1990.0,Brimbank,Western Metropolitan,2016,9,24,Autumn
6092,Sunshine West,4,h,657000.0,S,hockingstuart,13.5,4.0,2.0,4.0,651.0,1975.0,Brimbank,Western Metropolitan,2017,2,25,Winter
6093,Sunshine West,3,h,795000.0,S,Sweeney,13.5,3.0,1.0,2.0,739.0,,Brimbank,Western Metropolitan,2017,2,25,Winter
6094,Sunshine West,3,h,682000.0,S,Barry,13.5,3.0,1.0,1.0,694.0,1960.0,Brimbank,Western Metropolitan,2016,7,26,Summer
6095,Sunshine West,3,h,520000.0,S,Barry,13.5,3.0,1.0,2.0,691.0,1960.0,Brimbank,Western Metropolitan,2016,6,27,Summer
6096,Sunshine West,3,h,470000.0,S,Homes,13.5,3.0,1.0,1.0,591.0,1971.0,Brimbank,Western Metropolitan,2016,6,27,Summer
6097,Sunshine West,3,h,586000.0,S,Barry,13.5,3.0,1.0,1.0,701.0,1960.0,Brimbank,Western Metropolitan,2016,6,27,Summer
6098,Sunshine West,3,h,305000.0,SP,Jellis,13.5,3.0,1.0,2.0,367.0,1970.0,Brimbank,Western Metropolitan,2016,6,27,Summer
6099,Sunshine West,4,h,705000.0,S,Douglas,13.5,4.0,2.0,4.0,759.0,1975.0,Brimbank,Western Metropolitan,2016,11,27,Autumn
6100,Sunshine West,3,h,486000.0,S,Barry,13.5,3.0,1.0,2.0,539.0,,Brimbank,Western Metropolitan,2016,11,27,Autumn
6101,Sunshine West,4,h,645000.0,VB,Barry,13.5,4.0,2.0,3.0,616.0,1970.0,Brimbank,Western Metropolitan,2016,11,27,Autumn
6102,Sunshine West,3,h,530000.0,S,Barry,13.5,3.0,1.0,1.0,623.0,,Brimbank,Western Metropolitan,2016,11,27,Autumn
6103,Sunshine West,3,h,500000.0,SP,Barry,13.5,3.0,1.0,2.0,627.0,1970.0,Brimbank,Western Metropolitan,2016,11,27,Autumn
6104,Sunshine West,3,t,510000.0,SP,Barry,13.5,3.0,2.0,1.0,333.0,2012.0,Brimbank,Western Metropolitan,2016,5,28,Spring
6105,Sunshine West,5,h,715000.0,S,Douglas,13.5,4.0,2.0,2.0,654.0,,Brimbank,Western Metropolitan,2016,8,28,Summer
6106,Sunshine West,3,h,545000.0,S,Barry,13.5,3.0,1.0,2.0,512.0,,Brimbank,Western Metropolitan,2016,8,28,Summer
6107,Sunshine West,3,h,750500.0,S,Jas,13.5,3.0,2.0,6.0,805.0,1995.0,Brimbank,Western Metropolitan,2016,8,28,Summer
6108,Sunshine West,3,h,451000.0,S,Douglas,13.5,3.0,1.0,6.0,655.0,1978.0,Brimbank,Western Metropolitan,2016,7,30,Summer
6109,Surrey Hills,4,h,2440000.0,S,Marshall,11.2,4.0,3.0,2.0,596.0,1930.0,Boroondara,Southern Metropolitan,2016,3,9,Spring
6110,Surrey Hills,3,t,1110000.0,S,Fletchers,11.2,4.0,2.0,2.0,401.0,1970.0,Whitehorse,Southern Metropolitan,2016,3,9,Spring
6111,Surrey Hills,4,h,2128000.0,S,Fletchers,11.2,4.0,3.0,2.0,771.0,2000.0,Boroondara,Southern Metropolitan,2016,3,9,Spring
6112,Surrey Hills,3,h,2009000.0,S,Noel,11.2,3.0,1.0,2.0,843.0,,Boroondara,Southern Metropolitan,2016,3,9,Spring
6113,Surrey Hills,5,h,2200000.0,VB,RT,11.2,5.0,3.0,2.0,735.0,1920.0,Boroondara,Southern Metropolitan,2016,3,9,Spring
6114,Surrey Hills,3,t,1330500.0,S,Fletchers,11.2,3.0,2.0,2.0,226.0,2004.0,Boroondara,Southern Metropolitan,2016,3,12,Spring
6115,Surrey Hills,3,t,1325000.0,SP,Fletchers,11.2,3.0,2.0,1.0,302.0,,Whitehorse,Southern Metropolitan,2016,3,12,Spring
6116,Surrey Hills,3,u,930000.0,S,Fletchers,11.2,3.0,2.0,2.0,252.0,1992.0,Whitehorse,Southern Metropolitan,2016,4,2,Spring
6117,Surrey Hills,2,u,640000.0,VB,Jellis,11.2,2.0,1.0,1.0,0.0,1970.0,Whitehorse,Southern Metropolitan,2017,4,3,Spring
6118,Surrey Hills,2,u,745000.0,S,Jellis,11.2,2.0,1.0,1.0,161.0,,Whitehorse,Southern Metropolitan,2017,4,3,Spring
6119,Surrey Hills,3,h,2100000.0,S,hockingstuart,11.2,3.0,2.0,2.0,1255.0,,Whitehorse,Southern Metropolitan,2016,4,6,Spring
6120,Surrey Hills,3,h,1700000.0,VB,Fletchers,11.2,3.0,1.0,1.0,763.0,1930.0,Boroondara,Southern Metropolitan,2016,4,6,Spring
6121,Surrey Hills,4,h,2500000.0,VB,Jellis,11.2,4.0,2.0,2.0,783.0,1920.0,Boroondara,Southern Metropolitan,2016,6,8,Summer
6122,Surrey Hills,3,h,1910000.0,S,Marshall,11.2,3.0,2.0,1.0,404.0,,Boroondara,Southern Metropolitan,2016,6,8,Summer
6123,Surrey Hills,2,h,1018000.0,S,RT,11.2,3.0,1.0,2.0,391.0,,Whitehorse,Southern Metropolitan,2016,6,8,Summer
6124,Surrey Hills,4,h,2200000.0,S,Jellis,11.2,4.0,2.0,2.0,734.0,1920.0,Boroondara,Southern Metropolitan,2016,7,5,Summer
6125,Surrey Hills,3,u,736000.0,S,Barry,11.2,3.0,1.0,2.0,195.0,,Whitehorse,Southern Metropolitan,2016,7,5,Summer
6126,Surrey Hills,2,u,770000.0,S,Fletchers,11.2,2.0,1.0,1.0,156.0,1960.0,Boroondara,Southern Metropolitan,2016,7,11,Summer
6127,Surrey Hills,4,h,2345000.0,S,Marshall,11.2,4.0,2.0,2.0,798.0,,Boroondara,Southern Metropolitan,2016,7,11,Summer
6128,Surrey Hills,4,h,2860000.0,S,Marshall,11.2,4.0,2.0,2.0,779.0,2014.0,Boroondara,Southern Metropolitan,2016,7,11,Summer
6129,Surrey Hills,4,h,1530000.0,S,Fletchers,11.2,4.0,2.0,2.0,486.0,1890.0,Whitehorse,Southern Metropolitan,2016,8,10,Summer
6130,Surrey Hills,4,h,1930000.0,PI,Ray,11.2,4.0,2.0,2.0,867.0,1950.0,Whitehorse,Southern Metropolitan,2016,8,10,Summer
6131,Surrey Hills,4,h,1812500.0,S,Marshall,11.2,4.0,2.0,2.0,715.0,1920.0,Whitehorse,Southern Metropolitan,2016,8,10,Summer
6132,Surrey Hills,2,u,760000.0,S,Noel,11.2,2.0,1.0,1.0,681.0,1968.0,Boroondara,Southern Metropolitan,2016,8,10,Summer
6133,Surrey Hills,4,h,1300000.0,VB,Fletchers,11.2,4.0,2.0,2.0,809.0,1950.0,Whitehorse,Southern Metropolitan,2016,10,9,Autumn
6134,Surrey Hills,3,h,1864000.0,S,Jellis,11.2,2.0,2.0,1.0,405.0,,Boroondara,Southern Metropolitan,2016,10,9,Autumn
6135,Surrey Hills,3,h,2200000.0,VB,Fletchers,11.2,3.0,2.0,4.0,816.0,,Boroondara,Southern Metropolitan,2016,10,9,Autumn
6136,Surrey Hills,3,h,1960000.0,S,Marshall,11.2,3.0,2.0,2.0,585.0,1930.0,Boroondara,Southern Metropolitan,2016,10,12,Autumn
6137,Surrey Hills,2,h,680000.0,PI,Noel,11.2,2.0,1.0,1.0,387.0,,Whitehorse,Southern Metropolitan,2016,10,12,Autumn
6138,Surrey Hills,4,h,1455000.0,S,Jellis,11.2,4.0,2.0,1.0,494.0,,Boroondara,Southern Metropolitan,2016,10,12,Autumn
6139,Surrey Hills,5,h,2630000.0,S,Marshall,11.2,5.0,3.0,2.0,777.0,1925.0,Whitehorse,Southern Metropolitan,2016,10,12,Autumn
6140,Surrey Hills,3,u,880000.0,S,Fletchers,11.2,3.0,1.0,2.0,217.0,1970.0,Whitehorse,Southern Metropolitan,2017,11,2,Autumn
6141,Surrey Hills,5,h,1650000.0,VB,hockingstuart,11.2,5.0,5.0,2.0,693.0,1930.0,Boroondara,Southern Metropolitan,2016,12,6,Winter
6142,Surrey Hills,3,h,1755000.0,S,Fletchers,11.2,3.0,2.0,2.0,808.0,1970.0,Whitehorse,Southern Metropolitan,2016,12,11,Winter
6143,Surrey Hills,4,h,1700000.0,S,Marshall,11.2,4.0,1.0,1.0,579.0,1900.0,Boroondara,Southern Metropolitan,2016,12,11,Winter
6144,Surrey Hills,2,u,805000.0,S,hockingstuart,11.2,2.0,1.0,2.0,297.0,,Boroondara,Southern Metropolitan,2016,8,13,Summer
6145,Surrey Hills,5,h,1975000.0,VB,Marshall,11.2,5.0,2.0,2.0,641.0,2001.0,Whitehorse,Southern Metropolitan,2016,8,13,Summer
6146,Surrey Hills,2,u,610000.0,PI,Marshall,11.2,2.0,1.0,1.0,102.0,1970.0,Whitehorse,Southern Metropolitan,2016,10,15,Autumn
6147,Surrey Hills,4,h,2003000.0,S,Jellis,11.2,4.0,2.0,1.0,383.0,1880.0,Boroondara,Southern Metropolitan,2016,10,15,Autumn
6148,Surrey Hills,2,u,831000.0,S,Noel,11.2,2.0,1.0,1.0,982.0,,Boroondara,Southern Metropolitan,2016,10,15,Autumn
6149,Surrey Hills,5,h,1350000.0,S,Fletchers,11.2,3.0,2.0,2.0,677.0,1948.0,Whitehorse,Southern Metropolitan,2016,4,16,Spring
6150,Surrey Hills,2,u,550000.0,SP,Jellis,11.2,2.0,1.0,1.0,174.0,,Whitehorse,Southern Metropolitan,2016,4,16,Spring
6151,Surrey Hills,4,h,1850000.0,VB,Marshall,11.2,5.0,2.0,2.0,612.0,1970.0,Whitehorse,Southern Metropolitan,2016,4,16,Spring
6152,Surrey Hills,4,h,2050000.0,VB,Jellis,11.2,3.0,2.0,2.0,949.0,1910.0,Boroondara,Southern Metropolitan,2016,4,16,Spring
6153,Surrey Hills,5,h,2100000.0,PI,Ray,11.2,5.0,2.0,2.0,1025.0,1915.0,Whitehorse,Southern Metropolitan,2016,7,16,Summer
6154,Surrey Hills,3,h,1150000.0,S,Marshall,11.2,3.0,2.0,1.0,247.0,2005.0,Whitehorse,Southern Metropolitan,2016,9,17,Autumn
6155,Surrey Hills,2,u,823000.0,S,Fletchers,11.2,2.0,1.0,2.0,165.0,1970.0,Boroondara,Southern Metropolitan,2016,9,17,Autumn
6156,Surrey Hills,5,h,2100000.0,VB,Marshall,11.2,5.0,4.0,3.0,827.0,,Boroondara,Southern Metropolitan,2016,9,17,Autumn
6157,Surrey Hills,2,t,770500.0,S,Jellis,11.2,1.0,2.0,1.0,88.0,1997.0,Boroondara,Southern Metropolitan,2016,9,17,Autumn
6158,Surrey Hills,4,h,1250000.0,PI,Jellis,11.2,3.0,2.0,2.0,457.0,1930.0,Whitehorse,Southern Metropolitan,2016,9,17,Autumn
6159,Surrey Hills,2,u,600000.0,PI,Noel,11.2,2.0,1.0,1.0,101.0,1975.0,Boroondara,Southern Metropolitan,2016,9,17,Autumn
6160,Surrey Hills,4,h,2060000.0,S,Fletchers,11.2,4.0,2.0,2.0,745.0,,Whitehorse,Southern Metropolitan,2017,3,18,Spring
